Freq.	V(vd)
3.09029543251356e+04	(-1.82801048202146e+00dB,-1.79999673119737e+02°)
3.16227766016835e+04	(-1.82801048200049e+00dB,-1.79999680561369e+02°)
3.23593656929625e+04	(-1.82801048198045e+00dB,-1.79999687831532e+02°)
3.31131121482588e+04	(-1.82801048196131e+00dB,-1.79999694937408e+02°)
3.38844156139199e+04	(-1.82801048194304e+00dB,-1.79999701881796e+02°)
3.46736850452528e+04	(-1.82801048192559e+00dB,-1.79999708667398e+02°)
3.54813389233572e+04	(-1.82801048190892e+00dB,-1.79999715299680e+02°)
3.63078054770098e+04	(-1.82801048189302e+00dB,-1.79999721778304e+02°)
3.71535229097169e+04	(-1.82801048187781e+00dB,-1.79999728112835e+02°)
3.80189396320557e+04	(-1.82801048186330e+00dB,-1.79999734301330e+02°)
3.89045144994277e+04	(-1.82801048184944e+00dB,-1.79999740350326e+02°)
3.98107170553493e+04	(-1.82801048183621e+00dB,-1.79999746261993e+02°)
4.07380277804108e+04	(-1.82801048182357e+00dB,-1.79999752034137e+02°)
4.16869383470331e+04	(-1.82801048181149e+00dB,-1.79999757680187e+02°)
4.26579518801588e+04	(-1.82801048179995e+00dB,-1.79999763196362e+02°)
4.36515832240161e+04	(-1.82801048178894e+00dB,-1.79999768587372e+02°)
4.46683592150958e+04	(-1.82801048177843e+00dB,-1.79999773854996e+02°)
4.57088189614870e+04	(-1.82801048176840e+00dB,-1.79999779002366e+02°)
4.67735141287193e+04	(-1.82801048175880e+00dB,-1.79999784031117e+02°)
4.78630092322633e+04	(-1.82801048174964e+00dB,-1.79999788947099e+02°)
4.89778819368441e+04	(-1.82801048174090e+00dB,-1.79999793751806e+02°)
5.01187233627267e+04	(-1.82801048173255e+00dB,-1.79999798448098e+02°)
5.12861383991359e+04	(-1.82801048172457e+00dB,-1.79999803034484e+02°)
5.24807460249767e+04	(-1.82801048171695e+00dB,-1.79999807517975e+02°)
5.37031796370247e+04	(-1.82801048170968e+00dB,-1.79999811899813e+02°)
5.49540873857619e+04	(-1.82801048170274e+00dB,-1.79999816182603e+02°)
5.62341325190343e+04	(-1.82801048169610e+00dB,-1.79999820366036e+02°)
5.75439937337151e+04	(-1.82801048168976e+00dB,-1.79999824454030e+02°)
5.88843655355583e+04	(-1.82801048168372e+00dB,-1.79999828451873e+02°)
6.02559586074351e+04	(-1.82801048167795e+00dB,-1.79999832356230e+02°)
6.16595001861475e+04	(-1.82801048167242e+00dB,-1.79999836172280e+02°)
6.30957344480186e+04	(-1.82801048166714e+00dB,-1.79999839902294e+02°)
6.45654229034648e+04	(-1.82801048166211e+00dB,-1.79999843545633e+02°)
6.60693448007589e+04	(-1.82801048165732e+00dB,-1.79999847107322e+02°)
6.76082975391974e+04	(-1.82801048165272e+00dB,-1.79999850586624e+02°)
6.91830970918929e+04	(-1.82801048164833e+00dB,-1.79999853991321e+02°)
7.07945784384130e+04	(-1.82801048164415e+00dB,-1.79999857312012e+02°)
7.24435960074982e+04	(-1.82801048164015e+00dB,-1.79999860559242e+02°)
7.41310241300909e+04	(-1.82801048163633e+00dB,-1.79999863734943e+02°)
7.58577575029175e+04	(-1.82801048163269e+00dB,-1.79999866835293e+02°)
7.76247116628683e+04	(-1.82801048162922e+00dB,-1.79999869867847e+02°)
7.94328234724272e+04	(-1.82801048162588e+00dB,-1.79999872828698e+02°)
8.12830516164090e+04	(-1.82801048162272e+00dB,-1.79999875725319e+02°)
8.31763771102661e+04	(-1.82801048161968e+00dB,-1.79999878553721e+02°)
8.51138038202367e+04	(-1.82801048161677e+00dB,-1.79999881315587e+02°)
8.70963589956071e+04	(-1.82801048161402e+00dB,-1.79999884018272e+02°)
8.91250938133735e+04	(-1.82801048161137e+00dB,-1.79999886654817e+02°)
9.12010839355899e+04	(-1.82801048160885e+00dB,-1.79999889238215e+02°)
9.33254300796980e+04	(-1.82801048160645e+00dB,-1.79999891755721e+02°)
9.54992586021425e+04	(-1.82801048160414e+00dB,-1.79999894223116e+02°)
9.77237220955799e+04	(-1.82801048160194e+00dB,-1.79999896630442e+02°)
9.99999999999988e+04	(-1.82801048159985e+00dB,-1.79999898981985e+02°)
1.02329299228074e+05	(-1.82801048159785e+00dB,-1.79999901282003e+02°)
1.04712854805089e+05	(-1.82801048159593e+00dB,-1.79999903531864e+02°)
1.07151930523759e+05	(-1.82801048159411e+00dB,-1.79999905727191e+02°)
1.09647819614317e+05	(-1.82801048159235e+00dB,-1.79999907875003e+02°)
1.12201845430195e+05	(-1.82801048159069e+00dB,-1.79999909970865e+02°)
1.14815362149687e+05	(-1.82801048158911e+00dB,-1.79999912018881e+02°)
1.17489755493952e+05	(-1.82801048158757e+00dB,-1.79999914020269e+02°)
1.20226443461740e+05	(-1.82801048158612e+00dB,-1.79999915976222e+02°)
1.23026877081237e+05	(-1.82801048158475e+00dB,-1.79999917893614e+02°)
1.25892541179415e+05	(-1.82801048158342e+00dB,-1.79999919762160e+02°)
1.28824955169312e+05	(-1.82801048158215e+00dB,-1.79999921588684e+02°)
1.31825673855639e+05	(-1.82801048158094e+00dB,-1.79999923374273e+02°)
1.34896288259164e+05	(-1.82801048157981e+00dB,-1.79999925114276e+02°)
1.38038426460287e+05	(-1.82801048157870e+00dB,-1.79999926815443e+02°)
1.41253754462274e+05	(-1.82801048157764e+00dB,-1.79999928484499e+02°)
1.44543977074591e+05	(-1.82801048157663e+00dB,-1.79999930116725e+02°)
1.47910838816819e+05	(-1.82801048157568e+00dB,-1.79999931701664e+02°)
1.51356124843619e+05	(-1.82801048157476e+00dB,-1.79999933257398e+02°)
1.54881661891246e+05	(-1.82801048157388e+00dB,-1.79999934779141e+02°)
1.58489319246109e+05	(-1.82801048157305e+00dB,-1.79999936262085e+02°)
1.62181009735891e+05	(-1.82801048157226e+00dB,-1.79999937712823e+02°)
1.65958690743754e+05	(-1.82801048157149e+00dB,-1.79999939132220e+02°)
1.69824365246172e+05	(-1.82801048157078e+00dB,-1.79999940515408e+02°)
1.73780082874935e+05	(-1.82801048157006e+00dB,-1.79999941863209e+02°)
1.77827941003890e+05	(-1.82801048156940e+00dB,-1.79999943193566e+02°)
1.81970085860996e+05	(-1.82801048156876e+00dB,-1.79999944490129e+02°)
1.86208713666284e+05	(-1.82801048156816e+00dB,-1.79999945753669e+02°)
1.90546071796322e+05	(-1.82801048156760e+00dB,-1.79999946984937e+02°)
1.94984459975802e+05	(-1.82801048156704e+00dB,-1.79999948196091e+02°)
1.99526231496885e+05	(-1.82801048156651e+00dB,-1.79999949370713e+02°)
2.04173794466950e+05	(-1.82801048156601e+00dB,-1.79999950526641e+02°)
2.08929613085401e+05	(-1.82801048156553e+00dB,-1.79999951647425e+02°)
2.13796208950220e+05	(-1.82801048156507e+00dB,-1.79999952750869e+02°)
2.18776162394952e+05	(-1.82801048156463e+00dB,-1.79999953826206e+02°)
2.23872113856831e+05	(-1.82801048156421e+00dB,-1.79999954879786e+02°)
2.29086765276774e+05	(-1.82801048156380e+00dB,-1.79999955906524e+02°)
2.34422881531989e+05	(-1.82801048156343e+00dB,-1.79999956907030e+02°)
2.39883291901946e+05	(-1.82801048156306e+00dB,-1.79999957893325e+02°)
2.45470891568500e+05	(-1.82801048156271e+00dB,-1.79999958843145e+02°)
2.51188643150955e+05	(-1.82801048156239e+00dB,-1.79999959779908e+02°)
2.57039578276883e+05	(-1.82801048156207e+00dB,-1.79999960704170e+02°)
2.63026799189535e+05	(-1.82801048156175e+00dB,-1.79999961593631e+02°)
2.69153480392688e+05	(-1.82801048156147e+00dB,-1.79999962471667e+02°)
2.75422870333813e+05	(-1.82801048156121e+00dB,-1.79999963338801e+02°)
2.81838293126442e+05	(-1.82801048156093e+00dB,-1.79999964161269e+02°)
2.88403150312657e+05	(-1.82801048156069e+00dB,-1.79999964973838e+02°)
2.95120922666635e+05	(-1.82801048156044e+00dB,-1.79999965776994e+02°)
3.01995172040197e+05	(-1.82801048156022e+00dB,-1.79999966548365e+02°)
3.09029543251355e+05	(-1.82801048155999e+00dB,-1.79999967311260e+02°)
3.16227766016834e+05	(-1.82801048155978e+00dB,-1.79999968054709e+02°)
3.23593656929624e+05	(-1.82801048155959e+00dB,-1.79999968779155e+02°)
3.31131121482586e+05	(-1.82801048155939e+00dB,-1.79999969496454e+02°)
3.38844156139198e+05	(-1.82801048155921e+00dB,-1.79999970184181e+02°)
3.46736850452527e+05	(-1.82801048155903e+00dB,-1.79999970865597e+02°)
3.54813389233570e+05	(-1.82801048155886e+00dB,-1.79999971529682e+02°)
3.63078054770096e+05	(-1.82801048155871e+00dB,-1.79999972176831e+02°)
3.71535229097167e+05	(-1.82801048155856e+00dB,-1.79999972818851e+02°)
3.80189396320556e+05	(-1.82801048155841e+00dB,-1.79999973421851e+02°)
3.89045144994275e+05	(-1.82801048155827e+00dB,-1.79999974020468e+02°)
3.98107170553492e+05	(-1.82801048155815e+00dB,-1.79999974626485e+02°)
4.07380277804107e+05	(-1.82801048155802e+00dB,-1.79999975205984e+02°)
4.16869383470329e+05	(-1.82801048155790e+00dB,-1.79999975770732e+02°)
4.26579518801586e+05	(-1.82801048155779e+00dB,-1.79999976332488e+02°)
4.36515832240160e+05	(-1.82801048155767e+00dB,-1.79999976868733e+02°)
4.46683592150957e+05	(-1.82801048155756e+00dB,-1.79999977391211e+02°)
4.57088189614868e+05	(-1.82801048155747e+00dB,-1.79999977900237e+02°)
4.67735141287191e+05	(-1.82801048155737e+00dB,-1.79999978396115e+02°)
4.78630092322631e+05	(-1.82801048155728e+00dB,-1.79999978901992e+02°)
4.89778819368439e+05	(-1.82801048155721e+00dB,-1.79999979372468e+02°)
5.01187233627265e+05	(-1.82801048155710e+00dB,-1.79999979853520e+02°)
5.12861383991357e+05	(-1.82801048155702e+00dB,-1.79999980299736e+02°)
5.24807460249765e+05	(-1.82801048155695e+00dB,-1.79999980757081e+02°)
5.37031796370245e+05	(-1.82801048155687e+00dB,-1.79999981180129e+02°)
5.49540873857616e+05	(-1.82801048155680e+00dB,-1.79999981614833e+02°)
5.62341325190341e+05	(-1.82801048155674e+00dB,-1.79999982038603e+02°)
5.75439937337148e+05	(-1.82801048155667e+00dB,-1.79999982451686e+02°)
5.88843655355580e+05	(-1.82801048155662e+00dB,-1.79999982854326e+02°)
6.02559586074349e+05	(-1.82801048155656e+00dB,-1.79999983246761e+02°)
6.16595001861473e+05	(-1.82801048155650e+00dB,-1.79999983606376e+02°)
6.30957344480184e+05	(-1.82801048155645e+00dB,-1.79999983979092e+02°)
6.45654229034646e+05	(-1.82801048155640e+00dB,-1.79999984342283e+02°)
6.60693448007586e+05	(-1.82801048155634e+00dB,-1.79999984719014e+02°)
6.76082975391971e+05	(-1.82801048155630e+00dB,-1.79999985063803e+02°)
6.91830970918926e+05	(-1.82801048155625e+00dB,-1.79999985399703e+02°)
7.07945784384127e+05	(-1.82801048155623e+00dB,-1.79999985704071e+02°)
7.24435960074979e+05	(-1.82801048155618e+00dB,-1.79999986045643e+02°)
7.41310241300906e+05	(-1.82801048155613e+00dB,-1.79999986401767e+02°)
7.58577575029172e+05	(-1.82801048155611e+00dB,-1.79999986704091e+02°)
7.76247116628680e+05	(-1.82801048155606e+00dB,-1.79999986998494e+02°)
7.94328234724269e+05	(-1.82801048155603e+00dB,-1.79999987285155e+02°)
8.12830516164087e+05	(-1.82801048155601e+00dB,-1.79999987587097e+02°)
8.31763771102658e+05	(-1.82801048155598e+00dB,-1.79999987835952e+02°)
8.51138038202363e+05	(-1.82801048155594e+00dB,-1.79999988100430e+02°)
8.70963589956067e+05	(-1.82801048155591e+00dB,-1.79999988403541e+02°)
8.91250938133732e+05	(-1.82801048155590e+00dB,-1.79999988654058e+02°)
9.12010839355895e+05	(-1.82801048155587e+00dB,-1.79999988943527e+02°)
9.33254300796976e+05	(-1.82801048155583e+00dB,-1.79999989180713e+02°)
9.54992586021421e+05	(-1.82801048155581e+00dB,-1.79999989411459e+02°)
9.77237220955795e+05	(-1.82801048155580e+00dB,-1.79999989681607e+02°)
9.99999999999984e+05	(-1.82801048155578e+00dB,-1.79999989899912e+02°)
1.02329299228074e+06	(-1.82801048155576e+00dB,-1.79999990112208e+02°)
1.04712854805088e+06	(-1.82801048155574e+00dB,-1.79999990364324e+02°)
1.07151930523759e+06	(-1.82801048155571e+00dB,-1.79999990565008e+02°)
1.09647819614317e+06	(-1.82801048155570e+00dB,-1.79999990805778e+02°)
1.12201845430195e+06	(-1.82801048155569e+00dB,-1.79999991041067e+02°)
1.14815362149686e+06	(-1.82801048155568e+00dB,-1.79999991179612e+02°)
1.17489755493951e+06	(-1.82801048155566e+00dB,-1.79999991404312e+02°)
1.20226443461739e+06	(-1.82801048155564e+00dB,-1.79999991578202e+02°)
1.23026877081236e+06	(-1.82801048155562e+00dB,-1.79999991747095e+02°)
1.25892541179415e+06	(-1.82801048155561e+00dB,-1.79999991956796e+02°)
1.28824955169311e+06	(-1.82801048155559e+00dB,-1.79999992207418e+02°)
1.31825673855639e+06	(-1.82801048155559e+00dB,-1.79999992316294e+02°)
1.34896288259163e+06	(-1.82801048155558e+00dB,-1.79999992511999e+02°)
1.38038426460286e+06	(-1.82801048155557e+00dB,-1.79999992703249e+02°)
1.41253754462273e+06	(-1.82801048155556e+00dB,-1.79999992890145e+02°)
1.44543977074590e+06	(-1.82801048155555e+00dB,-1.79999992981400e+02°)
1.47910838816818e+06	(-1.82801048155553e+00dB,-1.79999993114192e+02°)
1.51356124843618e+06	(-1.82801048155552e+00dB,-1.79999993334307e+02°)
1.54881661891246e+06	(-1.82801048155551e+00dB,-1.79999993459066e+02°)
1.58489319246109e+06	(-1.82801048155550e+00dB,-1.79999993625637e+02°)
1.62181009735890e+06	(-1.82801048155550e+00dB,-1.79999993742724e+02°)
1.65958690743753e+06	(-1.82801048155549e+00dB,-1.79999993856105e+02°)
1.69824365246172e+06	(-1.82801048155549e+00dB,-1.79999994057252e+02°)
1.73780082874935e+06	(-1.82801048155548e+00dB,-1.79999994209168e+02°)
1.77827941003889e+06	(-1.82801048155547e+00dB,-1.79999994357625e+02°)
1.81970085860995e+06	(-1.82801048155547e+00dB,-1.79999994411316e+02°)
1.86208713666284e+06	(-1.82801048155547e+00dB,-1.79999994553091e+02°)
1.90546071796322e+06	(-1.82801048155546e+00dB,-1.79999994691640e+02°)
1.94984459975801e+06	(-1.82801048155545e+00dB,-1.79999994827034e+02°)
1.99526231496885e+06	(-1.82801048155545e+00dB,-1.79999994959347e+02°)
2.04173794466950e+06	(-1.82801048155543e+00dB,-1.79999995088648e+02°)
2.08929613085400e+06	(-1.82801048155543e+00dB,-1.79999995123618e+02°)
2.13796208950220e+06	(-1.82801048155542e+00dB,-1.79999995247100e+02°)
2.18776162394952e+06	(-1.82801048155542e+00dB,-1.79999995367770e+02°)
2.23872113856830e+06	(-1.82801048155542e+00dB,-1.79999995485694e+02°)
2.29086765276773e+06	(-1.82801048155541e+00dB,-1.79999995600933e+02°)
2.34422881531988e+06	(-1.82801048155541e+00dB,-1.79999995622163e+02°)
2.39883291901945e+06	(-1.82801048155541e+00dB,-1.79999995823603e+02°)
2.45470891568499e+06	(-1.82801048155540e+00dB,-1.79999995839763e+02°)
2.51188643150954e+06	(-1.82801048155540e+00dB,-1.79999995853476e+02°)
2.57039578276882e+06	(-1.82801048155538e+00dB,-1.79999995956183e+02°)
2.63026799189534e+06	(-1.82801048155539e+00dB,-1.79999996147940e+02°)
2.69153480392687e+06	(-1.82801048155539e+00dB,-1.79999996246024e+02°)
2.75422870333812e+06	(-1.82801048155538e+00dB,-1.79999996341876e+02°)
2.81838293126441e+06	(-1.82801048155538e+00dB,-1.79999996435547e+02°)
2.88403150312656e+06	(-1.82801048155538e+00dB,-1.79999996527085e+02°)
2.95120922666634e+06	(-1.82801048155538e+00dB,-1.79999996616539e+02°)
3.01995172040196e+06	(-1.82801048155538e+00dB,-1.79999996612570e+02°)
3.09029543251354e+06	(-1.82801048155538e+00dB,-1.79999996697998e+02°)
3.16227766016832e+06	(-1.82801048155538e+00dB,-1.79999996781482e+02°)
3.23593656929623e+06	(-1.82801048155538e+00dB,-1.79999996954452e+02°)
3.31131121482585e+06	(-1.82801048155538e+00dB,-1.79999996942791e+02°)
3.38844156139197e+06	(-1.82801048155538e+00dB,-1.79999997112090e+02°)
3.46736850452526e+06	(-1.82801048155538e+00dB,-1.79999997005454e+02°)
3.54813389233569e+06	(-1.82801048155536e+00dB,-1.79999997171246e+02°)
3.63078054770095e+06	(-1.82801048155537e+00dB,-1.79999997243957e+02°)
3.71535229097166e+06	(-1.82801048155537e+00dB,-1.79999997315013e+02°)
3.80189396320555e+06	(-1.82801048155537e+00dB,-1.79999997384452e+02°)
3.89045144994274e+06	(-1.82801048155537e+00dB,-1.79999997452310e+02°)
3.98107170553490e+06	(-1.82801048155536e+00dB,-1.79999997518623e+02°)
4.07380277804105e+06	(-1.82801048155536e+00dB,-1.79999997583427e+02°)
4.16869383470328e+06	(-1.82801048155536e+00dB,-1.79999997646756e+02°)
4.26579518801585e+06	(-1.82801048155536e+00dB,-1.79999997708643e+02°)
4.36515832240158e+06	(-1.82801048155536e+00dB,-1.79999997769122e+02°)
4.46683592150955e+06	(-1.82801048155536e+00dB,-1.79999997828224e+02°)
4.57088189614867e+06	(-1.82801048155536e+00dB,-1.79999997703206e+02°)
4.67735141287190e+06	(-1.82801048155536e+00dB,-1.79999997759648e+02°)
4.78630092322630e+06	(-1.82801048155535e+00dB,-1.79999997814805e+02°)
4.89778819368437e+06	(-1.82801048155535e+00dB,-1.79999997868706e+02°)
5.01187233627263e+06	(-1.82801048155535e+00dB,-1.79999997921381e+02°)
5.12861383991356e+06	(-1.82801048155535e+00dB,-1.79999997972857e+02°)
5.24807460249763e+06	(-1.82801048155535e+00dB,-1.79999998023160e+02°)
5.37031796370243e+06	(-1.82801048155535e+00dB,-1.79999998072319e+02°)
5.49540873857615e+06	(-1.82801048155535e+00dB,-1.79999998120359e+02°)
5.62341325190339e+06	(-1.82801048155535e+00dB,-1.79999998167305e+02°)
5.75439937337146e+06	(-1.82801048155535e+00dB,-1.79999998213183e+02°)
5.88843655355578e+06	(-1.82801048155535e+00dB,-1.79999998075242e+02°)
6.02559586074347e+06	(-1.82801048155535e+00dB,-1.79999998301829e+02°)
6.16595001861471e+06	(-1.82801048155534e+00dB,-1.79999998344645e+02°)
6.30957344480182e+06	(-1.82801048155534e+00dB,-1.79999998386486e+02°)
6.45654229034644e+06	(-1.82801048155534e+00dB,-1.79999998427374e+02°)
6.60693448007584e+06	(-1.82801048155534e+00dB,-1.79999998467332e+02°)
6.76082975391969e+06	(-1.82801048155534e+00dB,-1.79999998506380e+02°)
6.91830970918924e+06	(-1.82801048155534e+00dB,-1.79999998544540e+02°)
7.07945784384125e+06	(-1.82801048155534e+00dB,-1.79999998399056e+02°)
7.24435960074977e+06	(-1.82801048155534e+00dB,-1.79999998435498e+02°)
7.41310241300904e+06	(-1.82801048155534e+00dB,-1.79999998471110e+02°)
7.58577575029170e+06	(-1.82801048155534e+00dB,-1.79999998505912e+02°)
7.76247116628677e+06	(-1.82801048155534e+00dB,-1.79999998539922e+02°)
7.94328234724267e+06	(-1.82801048155534e+00dB,-1.79999998573157e+02°)
8.12830516164084e+06	(-1.82801048155534e+00dB,-1.79999998605636e+02°)
8.31763771102655e+06	(-1.82801048155534e+00dB,-1.79999999002925e+02°)
8.51138038202361e+06	(-1.82801048155534e+00dB,-1.79999999033942e+02°)
8.70963589956064e+06	(-1.82801048155534e+00dB,-1.79999998698704e+02°)
8.91250938133729e+06	(-1.82801048155534e+00dB,-1.79999998728325e+02°)
9.12010839355893e+06	(-1.82801048155534e+00dB,-1.79999998757272e+02°)
9.33254300796974e+06	(-1.82801048155534e+00dB,-1.79999998785560e+02°)
9.54992586021418e+06	(-1.82801048155534e+00dB,-1.79999998813204e+02°)
9.77237220955792e+06	(-1.82801048155534e+00dB,-1.79999998840218e+02°)
9.99999999999981e+06	(-1.82801048155534e+00dB,-1.79999998866618e+02°)
1.02329299228073e+07	(-1.82801048155534e+00dB,-1.79999998892417e+02°)
1.04712854805088e+07	(-1.82801048155535e+00dB,-1.79999999283178e+02°)
1.07151930523759e+07	(-1.82801048155534e+00dB,-1.79999999307816e+02°)
1.09647819614316e+07	(-1.82801048155534e+00dB,-1.79999999331893e+02°)
1.12201845430194e+07	(-1.82801048155534e+00dB,-1.79999999355422e+02°)
1.14815362149686e+07	(-1.82801048155534e+00dB,-1.79999999012866e+02°)
1.17489755493951e+07	(-1.82801048155534e+00dB,-1.79999999035336e+02°)
1.20226443461739e+07	(-1.82801048155534e+00dB,-1.79999999057294e+02°)
1.23026877081236e+07	(-1.82801048155534e+00dB,-1.79999999078753e+02°)
1.25892541179414e+07	(-1.82801048155534e+00dB,-1.79999999099723e+02°)
1.28824955169311e+07	(-1.82801048155534e+00dB,-1.79999999120216e+02°)
1.31825673855638e+07	(-1.82801048155534e+00dB,-1.79999999505791e+02°)
1.34896288259163e+07	(-1.82801048155534e+00dB,-1.79999999159813e+02°)
1.38038426460286e+07	(-1.82801048155534e+00dB,-1.79999999178938e+02°)
1.41253754462273e+07	(-1.82801048155534e+00dB,-1.79999999197627e+02°)
1.44543977074590e+07	(-1.82801048155534e+00dB,-1.79999999215891e+02°)
1.47910838816818e+07	(-1.82801048155534e+00dB,-1.79999999233740e+02°)
1.51356124843618e+07	(-1.82801048155534e+00dB,-1.79999999251182e+02°)
1.54881661891245e+07	(-1.82801048155534e+00dB,-1.79999999268227e+02°)
1.58489319246108e+07	(-1.82801048155534e+00dB,-1.79999999284885e+02°)
1.62181009735890e+07	(-1.82801048155534e+00dB,-1.79999999301163e+02°)
1.65958690743753e+07	(-1.82801048155534e+00dB,-1.79999999317070e+02°)
1.69824365246171e+07	(-1.82801048155534e+00dB,-1.79999999332615e+02°)
1.73780082874934e+07	(-1.82801048155534e+00dB,-1.79999999347807e+02°)
1.77827941003889e+07	(-1.82801048155534e+00dB,-1.79999999362653e+02°)
1.81970085860995e+07	(-1.82801048155534e+00dB,-1.79999999377160e+02°)
1.86208713666283e+07	(-1.82801048155534e+00dB,-1.79999999391338e+02°)
1.90546071796321e+07	(-1.82801048155534e+00dB,-1.79999999405193e+02°)
1.94984459975801e+07	(-1.82801048155534e+00dB,-1.79999999418732e+02°)
1.99526231496884e+07	(-1.82801048155534e+00dB,-1.79999999431964e+02°)
2.04173794466949e+07	(-1.82801048155534e+00dB,1.79999999824008e+02°)
2.08929613085400e+07	(-1.82801048155534e+00dB,-1.79999999457529e+02°)
2.13796208950219e+07	(-1.82801048155534e+00dB,-1.79999999469878e+02°)
2.18776162394951e+07	(-1.82801048155534e+00dB,-1.79999999481945e+02°)
2.23872113856830e+07	(-1.82801048155534e+00dB,-1.79999999493737e+02°)
2.29086765276773e+07	(-1.82801048155534e+00dB,-1.79999999505261e+02°)
2.34422881531988e+07	(-1.82801048155534e+00dB,1.79999999752379e+02°)
2.39883291901944e+07	(-1.82801048155534e+00dB,1.79999999741374e+02°)
2.45470891568498e+07	(-1.82801048155534e+00dB,-1.79999999538283e+02°)
2.51188643150953e+07	(-1.82801048155534e+00dB,-1.79999999548793e+02°)
2.57039578276881e+07	(-1.82801048155534e+00dB,-1.79999999559063e+02°)
2.63026799189533e+07	(-1.82801048155534e+00dB,-1.79999999569100e+02°)
2.69153480392686e+07	(-1.82801048155534e+00dB,1.79999999689993e+02°)
2.75422870333811e+07	(-1.82801048155534e+00dB,-1.79999999588494e+02°)
2.81838293126440e+07	(-1.82801048155534e+00dB,-1.79999999597861e+02°)
2.88403150312655e+07	(-1.82801048155534e+00dB,-1.79999999607015e+02°)
2.95120922666633e+07	(-1.82801048155534e+00dB,-1.79999999615960e+02°)
3.01995172040196e+07	(-1.82801048155534e+00dB,-1.79999999624702e+02°)
3.09029543251353e+07	(-1.82801048155534e+00dB,-1.79999999633245e+02°)
3.16227766016832e+07	(-1.82801048155534e+00dB,-1.79999999641593e+02°)
3.23593656929622e+07	(-1.82801048155534e+00dB,-1.79999999649752e+02°)
3.31131121482584e+07	(-1.82801048155534e+00dB,-1.79999999657724e+02°)
3.38844156139196e+07	(-1.82801048155534e+00dB,-1.79999999665515e+02°)
3.46736850452525e+07	(-1.82801048155534e+00dB,1.79999998864674e+02°)
3.54813389233568e+07	(-1.82801048155534e+00dB,-1.79999999680570e+02°)
3.63078054770094e+07	(-1.82801048155534e+00dB,-1.79999999687841e+02°)
3.71535229097165e+07	(-1.82801048155534e+00dB,-1.79999999694946e+02°)
3.80189396320553e+07	(-1.82801048155534e+00dB,-1.79999999701890e+02°)
3.89045144994273e+07	(-1.82801048155534e+00dB,-1.79999999708676e+02°)
3.98107170553489e+07	(-1.82801048155534e+00dB,-1.79999999715307e+02°)
4.07380277804104e+07	(-1.82801048155534e+00dB,-1.79999999721788e+02°)
4.16869383470327e+07	(-1.82801048155534e+00dB,1.79999998809682e+02°)
4.26579518801584e+07	(-1.82801048155534e+00dB,-1.79999999734309e+02°)
4.36515832240157e+07	(-1.82801048155534e+00dB,-1.79999999740357e+02°)
4.46683592150954e+07	(-1.82801048155534e+00dB,-1.79999999746267e+02°)
4.57088189614866e+07	(-1.82801048155534e+00dB,-1.79999999752043e+02°)
4.67735141287189e+07	(-1.82801048155534e+00dB,-1.79999999757687e+02°)
4.78630092322629e+07	(-1.82801048155534e+00dB,-1.79999999763203e+02°)
4.89778819368436e+07	(-1.82801048155534e+00dB,-1.79999999768593e+02°)
5.01187233627262e+07	(-1.82801048155534e+00dB,-1.79999999773861e+02°)
5.12861383991354e+07	(-1.82801048155534e+00dB,-1.79999999779008e+02°)
5.24807460249762e+07	(-1.82801048155534e+00dB,-1.79999999784039e+02°)
5.37031796370242e+07	(-1.82801048155534e+00dB,-1.79999999788954e+02°)
5.49540873857613e+07	(-1.82801048155534e+00dB,-1.79999999793758e+02°)
5.62341325190337e+07	(-1.82801048155534e+00dB,-1.79999999798453e+02°)
5.75439937337145e+07	(-1.82801048155534e+00dB,-1.79999999803041e+02°)
5.88843655355577e+07	(-1.82801048155534e+00dB,-1.79999999807524e+02°)
6.02559586074345e+07	(-1.82801048155534e+00dB,-1.79999999811905e+02°)
6.16595001861469e+07	(-1.82801048155534e+00dB,-1.79999999816187e+02°)
6.30957344480180e+07	(-1.82801048155534e+00dB,-1.79999999820371e+02°)
6.45654229034642e+07	(-1.82801048155534e+00dB,-1.79999999824460e+02°)
6.60693448007582e+07	(-1.82801048155535e+00dB,1.79999997247151e+02°)
6.76082975391968e+07	(-1.82801048155534e+00dB,-1.79999999832361e+02°)
6.91830970918922e+07	(-1.82801048155534e+00dB,-1.79999999836177e+02°)
7.07945784384123e+07	(-1.82801048155534e+00dB,-1.79999999839906e+02°)
7.24435960074975e+07	(-1.82801048155534e+00dB,-1.79999999843550e+02°)
7.41310241300902e+07	(-1.82801048155534e+00dB,-1.79999999847111e+02°)
7.58577575029168e+07	(-1.82801048155534e+00dB,-1.79999999850591e+02°)
7.76247116628675e+07	(-1.82801048155534e+00dB,-1.79999999853992e+02°)
7.94328234724265e+07	(-1.82801048155534e+00dB,-1.79999999857316e+02°)
8.12830516164082e+07	(-1.82801048155534e+00dB,-1.79999999860564e+02°)
8.31763771102654e+07	(-1.82801048155535e+00dB,1.79999997211869e+02°)
8.51138038202359e+07	(-1.82801048155534e+00dB,-1.79999999866839e+02°)
8.70963589956062e+07	(-1.82801048155535e+00dB,1.79999997205736e+02°)
8.91250938133727e+07	(-1.82801048155534e+00dB,-1.79999999872832e+02°)
9.12010839355890e+07	(-1.82801048155535e+00dB,1.79999997199879e+02°)
9.33254300796971e+07	(-1.82801048155534e+00dB,-1.79999999878556e+02°)
